# self-oscillation statistics, 2026-07-10T14:34:53, gain=2.3, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04
cycle,t_s,f_MHz,R_V
2434,994.4957,2861.894260,1.84747872e-04
2435,994.8851,2862.664121,6.69842072e-05
2436,995.3220,2864.060868,3.88698564e-05
2437,995.7232,2861.537611,2.14672917e-04
2438,996.1387,2862.436507,6.11972956e-05
2439,996.5710,2863.588401,4.98508978e-05
2440,996.9698,2861.799333,1.81746250e-04
2441,997.3559,2862.619478,6.47290899e-05
2442,997.7907,2862.941102,8.70866029e-05
2443,998.1889,2862.409947,1.25331769e-04
2444,998.5357,2862.682693,8.92786750e-05
2445,998.9724,2862.732857,9.92609515e-05
2446,999.3671,2862.547885,1.09806263e-04
2447,999.7661,2862.802901,9.00738509e-05
2448,1000.1903,2863.438229,7.30176927e-05
2449,1000.5552,2861.942855,1.68574761e-04
2450,1000.9851,2861.612418,1.16330023e-04
2451,1001.3865,2862.542485,5.97993210e-05
2452,1001.8048,2863.910196,4.01720371e-05
2453,1002.2025,2861.709520,2.00205935e-04
2454,1002.5906,2862.584523,6.22688083e-05
2455,1003.0071,2863.109178,7.79811358e-05
2456,1003.4078,2862.340885,1.35966877e-04
2457,1003.7625,2862.791401,8.13060771e-05
2458,1004.2044,2864.162289,4.00295603e-05
2459,1004.6040,2861.588979,2.16917705e-04
2460,1005.0401,2861.904940,8.73405446e-05
2461,1005.4405,2862.640010,6.85445146e-05
2462,1005.8397,2862.713336,9.82221893e-05
2463,1006.2874,2863.258542,7.70595019e-05
2464,1006.6997,2862.093501,1.53760072e-04
2465,1007.0881,2862.631323,7.73906172e-05
2466,1007.5196,2863.039064,8.32244697e-05
2467,1007.9066,2862.309280,1.34239800e-04
2468,1008.2873,2862.785730,8.01430491e-05
2469,1008.7204,2862.899209,9.64213821e-05
2470,1009.1207,2862.540129,1.17614624e-04
2471,1009.5162,2862.598890,9.88754214e-05
2472,1009.9524,2863.615496,5.59182617e-05
2473,1010.3494,2861.896119,1.78620775e-04
2474,1010.7382,2862.504720,7.42163431e-05
2475,1011.1687,2864.336095,1.93777469e-05
2476,1011.5564,2861.702688,2.19612909e-04
2477,1011.9496,2862.622064,6.02788109e-05
2478,1012.3832,2863.414500,6.59717823e-05
2479,1012.7719,2861.868994,1.70823038e-04
2480,1013.1367,2862.680040,6.51371634e-05
2481,1013.5655,2864.366051,2.58970262e-05
2482,1013.9554,2861.529695,2.28714707e-04
2483,1014.3396,2862.364772,6.40594282e-05
2484,1014.7856,2862.982004,7.38292370e-05
2485,1015.1846,2862.246328,1.34504093e-04
2486,1015.5830,2862.705621,8.09124638e-05
2487,1016.0380,2862.749226,9.95551138e-05
2488,1016.4524,2862.545010,1.10669310e-04
2489,1016.8391,2862.597382,9.91619046e-05
2490,1017.2643,2862.996504,8.36110148e-05
2491,1017.6534,2862.258349,1.34615240e-04
2492,1018.0480,2862.805959,7.69516655e-05
2493,1018.4841,2862.918596,9.64591583e-05
2494,1018.8276,2862.544400,1.18292521e-04
2495,1019.2377,2862.635208,9.74381855e-05
2496,1019.6664,2864.029761,3.89682308e-05
2497,1020.0550,2861.725325,2.04859303e-04
2498,1020.5021,2861.482523,1.12399813e-04
2499,1020.8874,2862.470479,5.72031630e-05
2500,1021.3227,2864.013545,3.23077697e-05
2501,1021.7380,2861.596557,2.09906987e-04
2502,1022.1369,2862.470800,6.23029186e-05
2503,1022.5676,2862.974988,7.88990372e-05
2504,1022.9563,2862.392618,1.27628623e-04
2505,1023.4038,2863.847805,3.62489337e-05
2506,1023.7894,2861.783640,1.94083707e-04
2507,1024.2018,2862.544553,6.73855490e-05
2508,1024.6502,2863.946075,3.86556673e-05
2509,1025.0395,2861.603303,2.06578596e-04
2510,1025.4437,2862.610764,5.63284144e-05
2511,1025.8986,2862.933288,8.70462151e-05
2512,1026.2988,2862.390642,1.25847136e-04
2513,1026.6869,2862.643207,9.01837418e-05
2514,1027.0790,2862.839215,9.27201925e-05
2515,1027.4840,2862.631499,1.10826266e-04
2516,1027.9059,2862.564278,1.04525412e-04
2517,1028.2978,2862.543848,1.02426904e-04
2518,1028.7320,2862.635303,9.74091803e-05
2519,1029.0862,2862.567269,1.04561838e-04
2520,1029.4676,2862.661216,9.72973912e-05
2521,1029.8664,2862.608638,1.03868694e-04
2522,1030.2552,2862.613396,1.01297319e-04
2523,1030.6824,2864.522044,1.59122550e-05
2524,1031.0810,2861.764067,2.25199591e-04
2525,1031.5225,2861.513996,1.12725800e-04
2526,1031.9364,2862.396332,6.19399587e-05
2527,1032.3358,2862.689796,8.83495159e-05
2528,1032.7644,2864.456874,2.22613440e-05
2529,1033.1518,2861.681307,2.25988425e-04
2530,1033.5814,2861.016977,1.31304383e-04
2531,1033.9867,2862.129254,5.16276448e-05
2532,1034.3866,2862.646859,7.82973153e-05
2533,1034.8227,2863.319123,7.13611917e-05
2534,1035.2180,2862.057139,1.58107753e-04
2535,1035.6186,2862.717592,7.18909038e-05
2536,1036.0466,2862.959387,9.06667833e-05
2537,1036.4480,2862.379908,1.27498975e-04
2538,1036.8503,2862.629288,9.03265634e-05
2539,1037.2860,2862.772266,9.50984945e-05
2540,1037.6823,2862.500490,1.13699214e-04
2541,1038.1218,2862.992100,7.94631238e-05
2542,1038.5200,2862.286452,1.33157373e-04
2543,1038.9649,2863.759014,3.54696799e-05
2544,1039.3545,2861.862043,1.86585460e-04
2545,1039.7968,2861.168090,1.32632886e-04
2546,1040.1439,2862.153044,5.73377964e-05
2547,1040.5461,2862.602681,8.13455014e-05
2548,1040.9866,2863.650366,5.45244662e-05
2549,1041.4001,2861.937451,1.78330954e-04
2550,1041.7476,2862.568811,7.31956573e-05
2551,1042.1833,2862.902534,8.65440069e-05
2552,1042.5723,2862.500788,1.19528071e-04
2553,1042.9699,2862.610622,9.65848945e-05
2554,1043.3660,2864.611674,1.17681453e-05
2555,1043.7634,2861.716332,2.31360065e-04
2556,1044.1551,2862.636976,6.02219503e-05
2557,1044.5849,2863.899879,4.48724399e-05
2558,1044.9804,2861.661863,2.01880509e-04
2559,1045.4011,2861.124472,1.25611430e-04
2560,1045.7973,2862.212753,5.27038476e-05
2561,1046.1871,2862.758155,7.70506627e-05
2562,1046.6153,2863.318658,7.63734280e-05
2563,1047.0143,2862.017819,1.59850309e-04
2564,1047.4179,2862.681738,7.17355003e-05
2565,1047.8377,2863.179039,7.92078704e-05
2566,1048.2252,2862.049118,1.52185054e-04
2567,1048.6667,2863.636423,3.03237216e-05
2568,1049.0157,2861.898799,1.79439098e-04
2569,1049.4152,2862.754135,6.31508637e-05
2570,1049.8364,2864.295884,3.23668670e-05
2571,1050.2478,2861.549893,2.24662016e-04
2572,1050.6473,2862.449508,6.11650197e-05
2573,1051.0849,2864.307278,1.81940283e-05
2574,1051.4797,2861.758354,2.15824028e-04
2575,1051.8691,2862.525616,6.71007712e-05
2576,1052.2880,2863.821502,4.33932021e-05
2577,1052.7025,2861.744817,1.94645221e-04
2578,1053.1369,2862.179656,8.20091874e-05
2579,1053.5517,2862.644153,8.06790557e-05
2580,1053.9975,2863.164825,7.81597781e-05
2581,1054.3873,2862.171222,1.46071485e-04
2582,1054.8006,2862.764601,7.48990408e-05
2583,1055.2376,2864.483798,2.44086972e-05
2584,1055.6469,2861.457597,2.37228756e-04
2585,1056.0477,2862.516643,5.40149430e-05
2586,1056.4975,2863.241276,6.90125914e-05
2587,1056.8879,2862.062860,1.54359944e-04
2588,1057.3038,2862.674391,7.40849330e-05
2589,1057.7380,2863.435109,6.73942711e-05
2590,1058.1305,2861.887418,1.70921018e-04
2591,1058.5708,2862.354183,8.05773900e-05
2592,1058.9847,2862.667418,8.74628456e-05
2593,1059.3840,2862.585090,1.05202896e-04
2594,1059.8346,2863.569298,5.73712472e-05
2595,1060.2202,2861.867562,1.77829605e-04
2596,1060.6365,2862.689514,6.46480413e-05
2597,1061.0830,2863.978654,4.36957684e-05
2598,1061.4723,2861.669021,2.05092387e-04
2599,1061.8853,2862.603997,5.95791957e-05
2600,1062.3191,2863.604867,5.66239785e-05
2601,1062.7145,2861.846385,1.80374572e-04
2602,1063.1029,2862.668400,6.46452264e-05
2603,1063.5357,2863.327117,7.19687576e-05
2604,1063.9495,2861.927353,1.64286872e-04
2605,1064.3862,2862.810235,6.19154931e-05
2606,1064.7821,2862.394783,1.20142722e-04
2607,1065.2193,2863.744220,4.09915760e-05
2608,1065.5647,2861.790091,1.89148864e-04
2609,1065.9675,2862.443306,7.22155093e-05
2610,1066.3960,2862.831279,8.41109922e-05
2611,1066.7868,2862.393757,1.21132578e-04
2612,1067.1841,2862.673105,8.89825776e-05
2613,1067.6294,2864.262980,3.02084925e-05
2614,1068.0179,2861.494850,2.25654915e-04
2615,1068.4132,2862.358000,6.28004107e-05
2616,1068.8651,2863.402440,5.46699887e-05
2617,1069.2672,2862.078896,1.60868560e-04
2618,1069.6631,2862.737849,7.19581876e-05
2619,1070.0504,2863.994716,4.51431141e-05
2620,1070.4364,2861.670794,2.05733222e-04
2621,1070.8505,2862.587759,6.03869433e-05
2622,1071.2710,2863.271924,7.08274706e-05
2623,1071.6267,2862.007138,1.58233400e-04
2624,1071.9847,2862.666661,7.19326151e-05
2625,1072.4138,2863.099398,8.21034872e-05
2626,1072.7590,2862.306421,1.37073864e-04
2627,1073.2027,2863.949764,2.78105664e-05
2628,1073.6129,2861.661278,2.04143966e-04
2629,1074.0039,2862.580801,6.02722604e-05
2630,1074.4500,2864.191452,2.92767287e-05
2631,1074.7944,2861.616485,2.16991997e-04
2632,1075.1956,2862.502705,6.17657732e-05
2633,1075.6188,2863.147314,7.26014910e-05
2634,1076.0322,2862.183194,1.44749234e-04
2635,1076.4693,2862.850158,7.15989054e-05
2636,1076.8847,2862.523613,1.16155491e-04
2637,1077.2990,2862.769234,9.04951492e-05
2638,1077.7207,2863.509145,6.83273800e-05
2639,1078.1185,2861.851784,1.75839503e-04
2640,1078.5021,2862.674434,6.46167351e-05
2641,1078.9310,2863.173421,7.91323021e-05
2642,1079.3164,2862.351759,1.38360325e-04
2643,1079.6972,2862.884045,7.76389099e-05
2644,1080.0827,2862.565778,1.15784255e-04
2645,1080.4690,2862.568830,1.01373812e-04
2646,1080.9169,2863.365413,6.57857719e-05
2647,1081.3124,2861.973491,1.63935204e-04
2648,1081.7484,2861.849244,1.07082844e-04
2649,1082.1356,2862.552970,6.99502259e-05
2650,1082.5002,2862.663849,9.65380220e-05
2651,1082.9327,2862.833299,9.39112964e-05
2652,1083.3177,2862.611637,1.11451692e-04
2653,1083.6639,2862.613796,1.01413902e-04
2654,1084.1102,2864.319270,2.50241222e-05
2655,1084.5014,2861.569022,2.24852958e-04
2656,1084.9283,2862.019627,8.13021054e-05
2657,1085.3269,2862.692350,7.13405959e-05
2658,1085.7597,2863.623093,5.97690297e-05
2659,1086.1092,2861.937565,1.77102741e-04
2660,1086.5108,2862.698244,6.73960146e-05
2661,1086.8901,2863.117677,8.27001004e-05
2662,1087.2803,2861.981835,1.52450562e-04
2663,1087.6812,2862.693379,6.95995897e-05
2664,1088.1197,2863.161540,8.05147531e-05
2665,1088.5336,2861.972848,1.54820781e-04
2666,1088.9300,2862.527185,7.66499719e-05
2667,1089.3629,2864.261536,2.37290592e-05
2668,1089.7657,2861.601255,2.20818129e-04
2669,1090.1621,2862.551082,5.89131953e-05
2670,1090.6178,2864.046853,3.44288218e-05
2671,1091.0144,2861.694373,2.07013966e-04
2672,1091.4137,2862.543859,6.34132257e-05
2673,1091.8677,2863.508723,5.82387722e-05
2674,1092.2126,2861.925825,1.72500017e-04
2675,1092.5658,2862.598672,7.13350642e-05
2676,1092.9995,2863.212782,7.39692742e-05
2677,1093.4013,2862.143598,1.49461134e-04
2678,1093.7974,2862.650565,7.87743665e-05
2679,1094.2479,2863.065064,8.29213929e-05
2680,1094.5969,2862.178264,1.41281605e-04
2681,1094.9974,2862.630654,8.12220619e-05
2682,1095.4444,2864.511290,1.71685593e-05
2683,1095.8356,2861.668539,2.29001477e-04
2684,1096.2823,2862.245378,7.56408078e-05
2685,1096.6776,2862.808286,7.62655851e-05
2686,1097.0633,2864.217563,3.83078795e-05
2687,1097.4618,2861.547832,2.21241926e-04
2688,1097.8626,2862.429548,6.19677628e-05
2689,1098.3155,2862.944921,7.83974165e-05
2690,1098.6597,2862.460349,1.23242651e-04
2691,1099.0513,2862.807176,8.59563177e-05
2692,1099.4971,2862.762066,1.03533757e-04
2693,1099.8500,2862.529755,1.11929303e-04
2694,1100.1933,2862.712898,9.32971591e-05
2695,1100.6340,2863.735503,5.56492168e-05
2696,1101.0352,2861.739815,1.91012677e-04
2697,1101.4466,2862.601211,6.28790847e-05
2698,1101.8813,2863.063700,8.07691568e-05
2699,1102.2758,2862.259935,1.37557699e-04
2700,1102.7027,2863.862539,2.96376072e-05
2701,1103.0999,2861.578593,2.03940375e-04
2702,1103.4983,2862.379555,6.55894136e-05
2703,1103.9180,2863.644456,4.47828272e-05
2704,1104.3154,2861.830630,1.82856590e-04
2705,1104.7301,2862.590568,6.74292324e-05
2706,1105.1797,2864.079312,3.47439699e-05
2707,1105.5798,2861.788761,2.04236579e-04
2708,1105.9646,2862.598939,6.51760910e-05
2709,1106.4000,2863.801395,4.75833412e-05
2710,1106.7986,2861.746499,1.93668048e-04
2711,1107.1985,2862.507165,6.73965522e-05
2712,1107.6182,2863.026149,7.82354840e-05
2713,1108.0308,2862.193576,1.38849664e-04
2714,1108.4092,2863.491269,4.33121938e-05
2715,1108.8013,2861.874373,1.74024690e-04
2716,1109.2139,2862.670836,6.57911947e-05
2717,1109.6465,2863.908014,4.60261399e-05
2718,1110.0354,2861.832345,1.94599615e-04
2719,1110.4357,2862.519215,7.07062048e-05
2720,1110.8839,2864.216042,2.54119406e-05
2721,1111.2991,2861.774701,2.10999146e-04
2722,1111.7133,2862.604445,6.42986285e-05
2723,1112.1685,2864.151614,3.21237429e-05
2724,1112.5810,2861.643221,2.14006306e-04
2725,1112.9773,2862.524892,6.19697906e-05
2726,1113.3591,2864.146459,2.87871608e-05
2727,1113.7083,2861.788353,2.07266281e-04
2728,1114.0986,2862.677022,6.16559605e-05
2729,1114.5301,2863.344926,7.15567462e-05
2730,1114.9261,2862.039176,1.60070571e-04
2731,1115.3516,2862.638536,7.46307813e-05
2732,1115.7648,2862.747115,9.66411718e-05
2733,1116.1624,2862.722833,1.02599689e-04
2734,1116.5655,2863.362435,7.28260253e-05
2735,1116.9644,2862.201964,1.53555137e-04
2736,1117.3671,2862.743019,7.72456575e-05
2737,1117.7483,2863.124854,8.43862785e-05
2738,1118.1646,2862.239690,1.41208238e-04
2739,1118.5246,2862.752956,7.84918885e-05
2740,1118.9264,2863.381689,7.33134832e-05
2741,1119.3178,2861.983137,1.64232511e-04
2742,1119.7636,2862.191226,9.21783862e-05
2743,1120.1513,2862.779370,7.51337929e-05
2744,1120.5805,2863.002007,9.15259546e-05
2745,1120.9678,2862.302010,1.32903929e-04
2746,1121.3845,2862.679158,8.45965067e-05
2747,1121.8184,2863.605197,5.99800117e-05
2748,1122.2174,2861.871803,1.79249383e-04
2749,1122.6287,2862.650153,6.66034796e-05
2750,1123.0783,2863.879843,4.63619887e-05
2751,1123.4801,2861.860123,1.92090443e-04
2752,1123.8679,2862.554800,7.03560388e-05
2753,1124.2998,2864.180634,2.85957897e-05
2754,1124.6952,2861.661345,2.14494976e-04
2755,1125.0850,2862.492576,6.42319279e-05
2756,1125.5183,2862.914773,8.25761190e-05
2757,1125.9170,2862.449352,1.22383769e-04
2758,1126.3344,2862.582723,9.55292994e-05
2759,1126.7773,2863.655325,5.34069992e-05
2760,1127.1227,2861.791220,1.85111454e-04
2761,1127.4743,2862.429393,7.28901365e-05
2762,1127.9112,2863.220123,6.60482900e-05
2763,1128.3016,2862.111077,1.51248820e-04
2764,1128.7140,2862.581044,8.04337985e-05
2765,1129.1337,2864.353259,2.20309552e-05
2766,1129.5276,2861.550676,2.27200042e-04
2767,1129.9168,2862.466332,6.04456387e-05
2768,1130.3628,2863.461620,5.68743603e-05
2769,1130.7505,2861.989507,1.67531504e-04
2770,1131.1646,2862.650554,7.18642946e-05
2771,1131.6147,2863.846984,4.78535780e-05
2772,1132.0119,2861.824963,1.92193674e-04
2773,1132.4617,2861.789048,1.03121377e-04
2774,1132.8104,2862.479870,7.05289456e-05
2775,1133.2333,2863.496831,5.59023513e-05
2776,1133.6455,2861.936651,1.71481155e-04
2777,1134.0673,2862.749826,6.50416556e-05
2778,1134.4645,2862.633210,1.06740656e-04
2779,1134.8507,2862.542324,1.05586716e-04
2780,1135.2785,2863.397783,6.31453696e-05
2781,1135.6232,2862.019598,1.63319069e-04
2782,1136.0269,2862.621515,7.45161322e-05
2783,1136.4604,2863.898914,4.42223340e-05
2784,1136.8144,2861.740599,1.98306098e-04
2785,1137.2120,2862.593815,6.32459376e-05
2786,1137.6624,2863.616007,5.56677617e-05
2787,1138.0587,2861.910754,1.77987348e-04
2788,1138.4956,2861.625562,1.14300890e-04
2789,1138.8426,2862.541789,6.04200156e-05
2790,1139.2484,2862.548562,1.01206947e-04
2791,1139.6800,2862.577188,1.00226890e-04
2792,1140.0766,2862.577787,1.01483859e-04
2793,1140.4810,2862.556815,1.02451220e-04
2794,1140.9168,2863.197505,7.27772283e-05
2795,1141.2704,2862.132333,1.49281208e-04
2796,1141.6948,2863.207166,5.33069274e-05
2797,1142.0393,2862.090288,1.51600063e-04
2798,1142.4462,2862.745744,7.21150319e-05
2799,1142.8930,2863.842408,5.23278475e-05
2800,1143.2930,2861.797908,1.93201786e-04
2801,1143.7264,2862.467050,7.15012272e-05
2802,1144.1137,2862.632483,9.40913952e-05
2803,1144.4958,2862.588926,1.03464136e-04
2804,1144.9154,2862.735824,9.49226777e-05
2805,1145.3272,2862.504519,1.11884162e-04
2806,1145.7166,2862.507568,1.01373973e-04
2807,1146.1414,2862.830728,8.70177259e-05
2808,1146.5332,2862.482258,1.17138755e-04
2809,1146.9475,2862.778093,8.82432008e-05
2810,1147.3308,2864.456772,2.62258113e-05
2811,1147.7257,2861.671709,2.26414314e-04
2812,1148.1160,2862.548994,6.21665173e-05
2813,1148.5466,2863.448262,6.11806131e-05
2814,1148.9336,2862.056454,1.63930051e-04
2815,1149.3279,2862.680035,7.35445299e-05
2816,1149.7591,2863.548515,6.25613552e-05
2817,1150.1595,2861.914839,1.74777281e-04
2818,1150.5119,2862.625710,6.96298090e-05
2819,1150.9657,2862.929135,8.79027967e-05
2820,1151.3825,2862.288350,1.30248409e-04
2821,1151.7949,2862.678208,8.40264703e-05
2822,1152.1826,2864.431735,2.28690626e-05
2823,1152.5948,2861.583089,2.29265853e-04
2824,1153.0005,2862.461138,6.21322400e-05
2825,1153.4303,2864.280778,1.99040666e-05
2826,1153.8177,2861.562153,2.23434701e-04
2827,1154.2361,2862.489305,5.99301065e-05
2828,1154.6768,2862.998064,7.86940430e-05
2829,1155.0808,2862.225160,1.36173643e-04
2830,1155.4774,2862.662998,8.18746463e-05
2831,1155.8991,2864.126525,3.58749202e-05
2832,1156.3110,2861.774422,2.06997062e-04
2833,1156.7082,2862.629756,6.31509613e-05
2834,1157.1453,2863.263945,7.30687939e-05
2835,1157.5450,2862.134996,1.52141402e-04
2836,1157.9652,2863.310333,4.87995847e-05
2837,1158.3618,2861.897189,1.64886901e-04
2838,1158.7925,2862.831893,5.95914110e-05
2839,1159.1833,2862.398689,1.20938899e-04
2840,1159.6283,2863.366960,5.80859580e-05
2841,1160.0321,2862.000530,1.62791951e-04
2842,1160.3777,2862.793740,6.59370288e-05
2843,1160.8142,2863.198783,8.33454567e-05
2844,1161.2163,2862.072142,1.52037929e-04
2845,1161.6594,2861.735212,1.16621232e-04
2846,1162.0623,2862.544178,6.52304609e-05
2847,1162.4480,2862.664974,9.60932950e-05
2848,1162.8766,2863.915053,4.54475447e-05
2849,1163.2663,2861.704948,2.00628745e-04
2850,1163.6110,2862.472605,6.70831010e-05
2851,1164.0643,2863.107311,7.30455947e-05
2852,1164.4442,2862.249578,1.39978015e-04
2853,1164.8751,2862.000122,1.12698204e-04
2854,1165.2687,2862.621810,7.36294309e-05
2855,1165.6795,2862.630931,1.01101643e-04
2856,1166.1149,2863.516190,6.18089203e-05
2857,1166.5107,2862.052194,1.67167520e-04
2858,1166.9130,2862.680913,7.33140713e-05
2859,1167.3429,2864.409830,2.39727825e-05
2860,1167.7419,2861.659127,2.24873362e-04
2861,1168.1959,2861.184839,1.22781408e-04
2862,1168.5943,2862.342499,4.95923239e-05
2863,1168.9806,2862.657621,8.73782085e-05
2864,1169.3727,2863.368871,6.96127760e-05
2865,1169.7310,2861.957793,1.64794292e-04
2866,1170.1643,2862.128019,9.38764623e-05
2867,1170.5651,2862.720854,7.49233884e-05
2868,1170.9588,2862.619716,1.06046493e-04
2869,1171.4155,2863.730088,5.17131181e-05
2870,1171.8275,2861.903740,1.83418160e-04
2871,1172.2557,2862.306623,8.34423406e-05
2872,1172.6615,2862.556576,9.03008849e-05
2873,1173.0913,2863.029696,8.02923538e-05
2874,1173.4947,2862.279419,1.35158886e-04
2875,1173.8414,2862.694826,8.28806232e-05
2876,1174.2751,2863.296156,7.45424358e-05
2877,1174.6750,2862.030904,1.58254331e-04
2878,1175.0650,2862.682599,7.22837031e-05
2879,1175.4584,2863.030435,8.59110498e-05
2880,1175.8485,2862.291712,1.34640716e-04
2881,1176.2453,2862.614292,8.70437049e-05
2882,1176.6819,2864.321999,2.49240238e-05
2883,1177.0966,2861.672369,2.20340431e-04
2884,1177.4942,2862.426325,6.76975378e-05
2885,1177.9265,2864.187843,2.25106775e-05
2886,1178.3270,2861.663733,2.14711201e-04
2887,1178.7284,2862.475685,6.50965054e-05
2888,1179.1552,2863.262295,6.62330731e-05
2889,1179.5638,2862.094082,1.53902343e-04
2890,1179.9619,2862.754262,7.19031684e-05
2891,1180.4074,2862.971049,9.17882821e-05
2892,1180.7990,2862.347215,1.29488209e-04
2893,1181.1925,2862.625331,8.90378539e-05
2894,1181.6245,2864.626189,1.17768321e-05
2895,1182.0244,2861.669760,2.34099692e-04
2896,1182.4146,2862.603448,5.96369303e-05
2897,1182.8486,2863.026137,8.25541028e-05
2898,1183.2533,2862.401859,1.29508104e-04
2899,1183.6979,2863.112440,6.96428044e-05
2900,1184.1116,2862.192787,1.42754991e-04
2901,1184.4580,2862.655374,8.07647495e-05
2902,1184.8808,2863.973704,4.23866409e-05
2903,1185.2806,2861.740045,2.01685119e-04
2904,1185.6909,2862.623436,6.18926419e-05
2905,1186.1430,2862.935256,8.75263059e-05
2906,1186.4953,2862.517070,1.20265386e-04
2907,1186.8626,2862.575784,9.88775060e-05
2908,1187.3084,2863.022070,8.14958130e-05
2909,1187.7129,2862.318445,1.33066614e-04
2910,1188.1313,2862.812711,7.93440004e-05
2911,1188.5775,2863.970967,4.95656432e-05
2912,1188.9753,2861.722585,2.02345400e-04
2913,1189.3253,2862.553620,6.42406770e-05
2914,1189.7632,2863.140095,7.52086912e-05
2915,1190.1605,2862.186229,1.44289352e-04
2916,1190.5612,2862.764379,7.55820107e-05
2917,1190.9989,2863.362693,7.46777125e-05
2918,1191.4141,2861.930851,1.65725479e-04
2919,1191.8111,2862.632997,7.00210647e-05
2920,1192.2449,2863.817687,4.83801047e-05
2921,1192.6470,2861.764612,1.93586332e-04
2922,1193.0430,2862.549226,6.63226063e-05
2923,1193.4937,2863.338683,6.61053565e-05
2924,1193.8936,2862.096396,1.57224409e-04
2925,1194.2955,2862.655891,7.64186436e-05
2926,1194.7297,2863.778957,5.11437752e-05
2927,1195.1431,2861.955256,1.83299481e-04
2928,1195.4941,2862.636400,7.09629299e-05
2929,1195.9157,2864.514886,1.72649723e-05
2930,1196.3276,2861.801740,2.23188996e-04
2931,1196.7314,2862.673483,6.24150563e-05
2932,1197.1278,2863.516431,6.37064398e-05
2933,1197.5127,2861.992448,1.69857785e-04
2934,1197.9566,2862.226218,9.10266476e-05
2935,1198.3619,2862.679851,8.11663258e-05
2936,1198.8120,2863.118734,8.18277986e-05
2937,1199.2098,2862.215299,1.42027641e-04
2938,1199.6126,2862.618046,8.34484390e-05
2939,1199.9947,2863.797106,4.86326196e-05
2940,1200.3968,2861.853191,1.88690739e-04
2941,1200.8412,2862.839881,5.72599713e-05
2942,1201.2307,2862.416047,1.20518642e-04
2943,1201.6463,2862.663896,9.03952543e-05
2944,1202.0747,2863.124818,8.08393883e-05
2945,1202.4760,2862.124756,1.46361193e-04
2946,1202.8799,2862.648955,7.80015555e-05
2947,1203.3087,2863.867567,4.68587999e-05
2948,1203.6978,2861.748523,1.96544907e-04
2949,1204.1432,2861.785363,9.98585002e-05
2950,1204.5315,2862.574631,6.61138547e-05
2951,1204.9262,2862.671457,9.71682697e-05
2952,1205.3587,2863.358186,7.07125053e-05
2953,1205.7473,2861.914403,1.66261018e-04
2954,1206.1615,2862.506901,7.49385111e-05
2955,1206.6136,2863.684340,4.87053123e-05
2956,1206.9565,2861.830169,1.84665938e-04
2957,1207.3616,2862.443557,7.40016937e-05
2958,1207.7961,2862.974576,7.76956993e-05
2959,1208.1922,2862.300611,1.31736456e-04
2960,1208.5910,2862.743355,8.16546739e-05
2961,1209.0438,2863.752688,5.62444561e-05
2962,1209.4424,2861.825813,1.87926551e-04
2963,1209.8807,2862.487561,7.18328433e-05
2964,1210.2956,2862.648296,9.43021043e-05
2965,1210.7081,2862.626964,1.02467407e-04
2966,1211.1462,2862.827500,9.25171209e-05
2967,1211.5454,2862.400337,1.20667932e-04
2968,1211.9402,2862.779018,8.45277333e-05
2969,1212.3795,2864.072461,4.35027906e-05
2970,1212.7945,2861.716355,2.07176564e-04
2971,1213.2401,2861.828590,9.64772237e-05
2972,1213.6458,2862.627753,6.56701001e-05
2973,1214.0738,2863.007512,8.44793735e-05
2974,1214.4751,2862.284453,1.33938229e-04
2975,1214.8773,2862.848749,7.62033432e-05
2976,1215.3114,2862.848544,1.01519884e-04
2977,1215.7085,2862.475758,1.18229294e-04
2978,1216.1464,2863.325404,6.34060037e-05
2979,1216.5470,2861.946463,1.63353034e-04
2980,1216.9611,2862.699840,6.77234564e-05
2981,1217.4129,2863.041584,8.61842985e-05
2982,1217.8084,2862.216656,1.38506787e-04
2983,1218.2469,2862.410078,9.28361820e-05
2984,1218.6467,2862.573096,9.41996889e-05
2985,1219.0642,2862.734441,9.42747790e-05
2986,1219.5102,2864.418717,2.59748198e-05
2987,1219.9541,2863.687995,1.34281870e-04
2988,1220.3604,2861.874616,1.82836537e-04
2989,1220.7583,2862.646992,6.68714123e-05
2990,1221.1789,2863.201715,7.66326653e-05
2991,1221.5755,2862.018661,1.54567934e-04
2992,1221.9805,2862.601061,7.53914200e-05
2993,1222.4301,2863.610480,5.62405934e-05
2994,1222.8429,2862.030570,1.72365956e-04
2995,1223.2788,2863.246433,4.69820983e-05
2996,1223.6913,2862.051265,1.55111169e-04
2997,1224.0948,2862.635985,7.52873603e-05
2998,1224.5242,2863.143796,7.87365735e-05
2999,1224.9146,2862.243286,1.41896474e-04
3000,1225.3447,2863.654834,3.82060509e-05
3001,1225.7380,2861.845589,1.82651120e-04
3002,1226.1459,2862.548984,6.99650820e-05
3003,1226.5741,2863.942128,3.90314218e-05
3004,1226.9611,2861.730743,2.00686183e-04
3005,1227.3563,2862.533157,6.55242723e-05
3006,1227.7955,2864.320580,2.13489416e-05
3007,1228.2107,2861.732176,2.17594576e-04
3008,1228.6097,2862.598868,6.26415889e-05
3009,1229.0605,2863.501543,6.10277984e-05
3010,1229.4558,2861.903993,1.73157115e-04
3011,1229.8619,2862.687293,6.63815119e-05
3012,1230.2796,2863.121937,8.20179415e-05
