# self-oscillation gain scan, 2026-07-10T14:34:53, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04, gamma_MHz_per_mT=28.024
gain,cycle,t_s,f_MHz,R_V
3.4,146,59.7185,2859.905736,2.53444971e-04
3.4,147,60.1315,2862.236192,3.08090196e-05
3.4,148,60.5617,2863.833570,5.30492063e-05
3.4,149,60.9664,2860.580972,2.00188461e-04
3.4,150,61.3640,2862.601803,4.02024446e-05
3.4,151,61.7988,2863.382713,7.78193512e-05
3.4,152,62.1945,2861.323886,1.63971676e-04
3.4,153,62.6001,2862.592420,6.30257300e-05
3.4,154,62.9911,2865.278080,2.00327806e-05
3.4,155,63.3991,2859.755029,2.69069774e-04
3.4,156,63.8178,2857.995077,1.54904348e-04
3.4,157,64.2160,2860.609189,2.22034102e-05
3.4,158,64.5609,2862.477413,4.48322532e-05
3.4,159,64.9977,2863.914459,5.79133978e-05
3.4,160,65.3854,2860.559841,2.03283549e-04
3.4,161,65.7847,2862.783007,3.40639950e-05
3.4,162,66.2154,2864.175679,5.92596313e-05
3.4,163,66.6111,2860.278189,2.19753288e-04
3.4,164,67.0017,2862.470583,3.49975391e-05
3.4,165,67.4526,2864.651191,3.53550962e-05
3.4,166,67.8481,2860.259779,2.34737968e-04
3.4,167,68.2354,2862.109230,4.54017812e-05
3.4,168,68.6815,2863.698949,5.32815878e-05
3.4,169,69.0772,2860.781644,1.90016316e-04
3.4,170,69.5171,2861.891783,6.78311312e-05
3.4,171,69.9107,2862.812079,7.35906399e-05
3.4,172,70.3010,2862.370678,1.14901982e-04
3.4,173,70.7306,2863.716358,6.06852508e-05
3.4,174,71.1183,2860.714059,1.92594866e-04
3.4,175,71.5496,2861.014367,9.23999189e-05
3.4,176,71.9496,2862.924363,4.35649637e-05
3.4,177,72.3442,2862.354030,1.18813546e-04
3.4,178,72.7761,2864.531795,3.54413543e-05
3.4,179,73.1838,2860.247808,2.31478875e-04
3.4,180,73.5845,2862.434821,3.51607945e-05
3.4,181,74.0114,2863.532755,6.82014349e-05
3.4,182,74.4108,2860.982409,1.78883450e-04
3.4,183,74.7633,2862.819918,4.57640707e-05
3.4,184,75.1407,2863.973489,6.65135300e-05
3.4,185,75.5464,2860.507413,2.06664980e-04
3.4,186,75.9213,2860.838530,9.14652164e-05
3.4,187,76.2722,2862.662077,4.61876673e-05
3.4,188,76.6844,2862.574106,1.04179582e-04
3.4,189,77.1022,2862.534823,1.02702474e-04
3.4,190,77.5103,2862.695008,9.66509604e-05
3.4,191,77.8980,2862.459258,1.08662914e-04
3.4,192,78.3187,2862.645194,9.58697494e-05
3.4,193,78.6658,2862.668131,1.00814840e-04
3.4,194,79.0524,2862.565359,1.04628600e-04
3.4,195,79.4821,2862.977231,8.90152793e-05
3.4,196,79.8672,2862.050348,1.29630593e-04
3.4,197,80.2645,2863.182637,6.71591651e-05
3.4,198,80.6987,2864.052721,7.51139690e-05
3.4,199,81.0440,2860.386730,2.12730020e-04
3.4,200,81.4343,2862.385301,4.08777619e-05
3.4,201,81.8778,2863.784047,5.90753521e-05
3.4,202,82.2676,2860.654751,1.96447707e-04
3.4,203,82.6650,2862.588150,4.28549852e-05
3.4,204,83.0943,2863.768232,6.57092041e-05
3.4,205,83.4438,2860.764176,1.92648159e-04
3.4,206,83.8334,2862.501731,4.87965190e-05
3.4,207,84.2797,2864.208414,4.97331112e-05
3.4,208,84.6785,2860.120855,2.25519609e-04
3.4,209,85.1021,2859.718138,1.13728371e-04
3.4,210,85.5143,2861.940181,3.40980636e-05
3.4,211,85.9106,2862.860155,7.36004041e-05
3.4,212,86.3640,2863.973296,6.77400568e-05
3.4,213,86.7605,2860.519171,2.06302432e-04
3.4,214,87.1495,2862.246312,4.91124366e-05
3.4,215,87.5991,2863.774149,5.51589722e-05
3.4,216,88.0134,2860.940976,1.87463901e-04
3.4,217,88.4597,2861.432994,8.65837660e-05
3.4,218,88.8608,2862.922036,5.63359456e-05
3.4,219,89.2514,2861.952265,1.30931743e-04
3.4,220,89.6958,2862.057736,9.83108943e-05
3.4,221,90.0846,2863.150862,6.83473029e-05
3.4,222,90.4831,2861.625446,1.47788966e-04
3.4,223,90.9274,2862.822817,6.51847052e-05
3.4,224,91.3176,2862.238957,1.19223913e-04
3.4,225,91.7320,2862.925239,8.06901875e-05
3.4,226,92.1665,2864.167020,6.38373625e-05
3.4,227,92.5518,2860.113710,2.24480573e-04
3.4,228,92.9625,2862.403922,3.20299403e-05
3.4,229,93.4007,2863.577402,6.59094769e-05
3.4,230,93.8007,2861.071466,1.77536133e-04
3.4,231,94.2150,2862.677598,5.27836318e-05
3.4,232,94.6651,2863.293305,8.28313055e-05
3.4,233,95.0608,2861.310990,1.61650429e-04
3.4,234,95.4514,2862.896001,5.34244322e-05
3.4,235,95.8157,2862.070018,1.26569475e-04
3.4,236,96.2637,2863.114292,6.98293692e-05
3.4,237,96.6623,2861.712805,1.44029208e-04
3.4,238,97.0512,2863.043964,6.11258097e-05
3.4,239,97.5010,2864.738118,5.01132068e-05
3.4,240,97.8994,2860.287749,2.36526619e-04
3.4,241,98.2631,2862.453860,3.57949014e-05
3.4,242,98.6993,2863.654964,6.50714440e-05
3.4,243,99.1002,2860.790234,1.88421270e-04
3.4,244,99.4632,2862.692736,4.37923418e-05
3.4,245,99.9122,2863.934410,6.38405995e-05
3.4,246,100.3010,2860.562473,2.03808989e-04
3.4,247,100.7461,2861.586119,7.04551832e-05
3.4,248,101.1449,2863.096215,5.56972107e-05
3.4,249,101.5340,2861.821253,1.40190658e-04
